Observationsstation;År;Månad;Dag;Tid [Lokal tid];Lufttemperatur [°C];Daggpunktstemperatur [°C];Molnighet [1/8];Lufttryck [hPa];Relativ luftfuktighet [%];Nederbördsmängd [mm];Snödjup [cm];Horisontell sikt [m];Vindriktning [°];Byvindshastighet [m/s];Vindhastighet [m/s]
Helsingfors Kajsaniemi;2025;1;2;09:20;-7,9;-9,6;Klart (1/8);987,6;88;0;5;50000;316;5,1;3,5
Helsingfors Kajsaniemi;2025;1;2;09:30;-8,1;-9,6;Klart (0/8);987,7;89;0;5;50000;315;4,4;2,9
Helsingfors Kajsaniemi;2025;1;2;09:40;-8;-9,6;Klart (0/8);987,9;89;0;5;50000;315;4,1;2,7
Helsingfors Kajsaniemi;2025;1;2;09:50;-8,3;-9,7;Klart (0/8);987,9;89;0;5;50000;310;4;2,3
Helsingfors Kajsaniemi;2025;1;2;10:00;-8,3;-9,7;Klart (0/8);988;90;0;5;50000;312;3;1,8
Helsingfors Kajsaniemi;2025;1;2;10:10;-8,2;-9,5;Klart (0/8);988;91;0;5;50000;319;3,1;2
Helsingfors Kajsaniemi;2025;1;2;10:20;-8,4;-9,7;Klart (0/8);988,1;91;0;5;50000;321;3,4;2,3
Helsingfors Kajsaniemi;2025;1;2;10:30;-8,5;-9,9;Klart (0/8);988,2;90;0;5;50000;310;3;2,1
Helsingfors Kajsaniemi;2025;1;2;10:40;-8;-9,2;Klart (0/8);988,3;91;0;5;50000;293;4;2,6
Helsingfors Kajsaniemi;2025;1;2;10:50;-7,6;-9,4;Mest klart (3/8);988,3;87;0;5;50000;291;6,1;3,8
Helsingfors Kajsaniemi;2025;1;2;11:00;-7,5;-9,4;Molnigt (6/8);988,5;86;0;5;50000;291;5,6;3,7
Helsingfors Kajsaniemi;2025;1;2;11:10;-7,3;-9,3;Molnigt (6/8);988,6;86;0;5;49610;283;4,8;3,4
Helsingfors Kajsaniemi;2025;1;2;11:20;-7,1;-9,2;Molnigt (7/8);988,8;85;0;5;49330;284;5,1;3,3
Helsingfors Kajsaniemi;2025;1;2;11:30;-6,9;-9;Molnigt (6/8);988,8;85;0;5;49630;287;5;3,5
Helsingfors Kajsaniemi;2025;1;2;11:40;-6,6;-9;Molnigt (7/8);988,8;83;0;5;50000;280;4,4;2,8
Helsingfors Kajsaniemi;2025;1;2;11:50;-6,4;-8,9;Molnigt (7/8);988,9;82;0;5;50000;275;2,9;2
Helsingfors Kajsaniemi;2025;1;2;12:00;-6,4;-9,2;Molnigt (7/8);988,9;80;0;5;50000;272;4,5;2,9
Helsingfors Kajsaniemi;2025;1;2;12:10;-6,1;-8,8;Molnigt (7/8);988,9;81;0;5;50000;257;3,4;1,4
Helsingfors Kajsaniemi;2025;1;2;12:20;-5,9;-8,5;Mulet (8/8);989,1;82;0;5;50000;284;2,8;1,7
Helsingfors Kajsaniemi;2025;1;2;12:30;-5,8;-8,4;Mulet (8/8);989;82;0;5;50000;283;3,6;2,1
Helsingfors Kajsaniemi;2025;1;2;12:40;-5,7;-8,3;Mulet (8/8);989,1;82;0;5;50000;284;4,7;3
Helsingfors Kajsaniemi;2025;1;2;12:50;-5,7;-8,3;Mulet (8/8);989,1;82;0;5;50000;282;5,1;3,2
Helsingfors Kajsaniemi;2025;1;2;13:00;-5,7;-8;Mulet (8/8);989,1;83;0;5;50000;293;4;2,3
Helsingfors Kajsaniemi;2025;1;2;13:10;-5,7;-8,1;Mulet (8/8);989,1;83;0;5;50000;297;4,9;2,7
Helsingfors Kajsaniemi;2025;1;2;13:20;-5,7;-8;Mulet (8/8);989,1;84;0;5;40530;288;3,9;2,4
Helsingfors Kajsaniemi;2025;1;2;13:30;-5,6;-8;Mulet (8/8);989,2;83;0;5;45010;285;4,1;3
Helsingfors Kajsaniemi;2025;1;2;13:40;-5,7;-7,9;Molnigt (7/8);989,1;84;0;5;47100;302;3,8;2,3
Helsingfors Kajsaniemi;2025;1;2;13:50;-5,5;-7,8;Molnigt (7/8);989,1;84;0;5;50000;-;-;-
Helsingfors Kajsaniemi;2025;1;2;14:00;-5,4;-7,8;Molnigt (7/8);989,1;84;0;5;50000;284;2,7;2
Helsingfors Kajsaniemi;2025;1;2;14:10;-5,3;-7,6;Molnigt (7/8);989,3;84;0;5;50000;276;2,8;2,1
Helsingfors Kajsaniemi;2025;1;2;14:20;-5,2;-7,5;Molnigt (7/8);989,4;84;0;5;50000;269;3,2;2,3
Helsingfors Kajsaniemi;2025;1;2;14:30;-5,2;-7,4;Molnigt (7/8);989,5;84;0;5;50000;285;4;2,7
Helsingfors Kajsaniemi;2025;1;2;14:40;-5;-7,4;Mulet (8/8);989,4;83;0;5;49110;292;3,8;2,6
Helsingfors Kajsaniemi;2025;1;2;14:50;-5;-7,3;Molnigt (7/8);989,5;84;0;5;50000;295;5,5;3,4
Helsingfors Kajsaniemi;2025;1;2;15:00;-5,2;-7,2;Molnigt (7/8);989,6;86;0;5;50000;292;4,3;3
Helsingfors Kajsaniemi;2025;1;2;15:10;-5,3;-7,2;Molnigt (7/8);989,5;86;0;5;50000;280;3,1;1,9
Helsingfors Kajsaniemi;2025;1;2;15:20;-5,4;-7,2;Molnigt (7/8);989,6;87;0;5;50000;277;3,1;1,7
Helsingfors Kajsaniemi;2025;1;2;15:30;-5;-7,1;Molnigt (7/8);989,6;85;0;5;50000;266;3,3;2,2
Helsingfors Kajsaniemi;2025;1;2;15:40;-4,8;-6,9;Molnigt (7/8);989,5;85;0;5;50000;266;4,2;2,6
Helsingfors Kajsaniemi;2025;1;2;15:50;-4,8;-6,8;Molnigt (7/8);989,6;86;0;5;48400;285;3,7;2
Helsingfors Kajsaniemi;2025;1;2;16:00;-4,7;-6,6;Molnigt (7/8);989,6;87;0;5;50000;288;2,4;1,4
Helsingfors Kajsaniemi;2025;1;2;16:10;-4,8;-6,6;Molnigt (7/8);989,6;87;0;5;50000;298;1,9;1,1
Helsingfors Kajsaniemi;2025;1;2;16:20;-4,5;-6,5;Mulet (8/8);989,6;86;0;5;50000;246;3,6;1,6
Helsingfors Kajsaniemi;2025;1;2;16:30;-4,1;-6,4;Mulet (8/8);989,6;84;0;5;50000;277;3,4;2
Helsingfors Kajsaniemi;2025;1;2;16:40;-3,7;-6,3;Mulet (8/8);989,7;82;0;5;50000;262;2,6;1,8
Helsingfors Kajsaniemi;2025;1;2;16:50;-3,7;-6,1;Mulet (8/8);989,7;84;0;5;50000;250;4,6;2,5
Helsingfors Kajsaniemi;2025;1;2;17:00;-3,7;-5,8;Mulet (8/8);989,7;85;0;5;50000;265;3,6;2,5
Helsingfors Kajsaniemi;2025;1;2;17:10;-3,5;-5,7;Mulet (8/8);989,7;85;0;5;50000;262;4,4;2,6
Helsingfors Kajsaniemi;2025;1;2;17:20;-3,4;-5,6;Mulet (8/8);989,7;85;0;5;43800;261;5,9;3,6
Helsingfors Kajsaniemi;2025;1;2;17:30;-3,4;-5,6;Halv klart (5/8);989,6;85;0;5;32840;260;6;3,5
Helsingfors Kajsaniemi;2025;1;2;17:40;-3,5;-5,5;Halv klart (4/8);989,6;86;0;5;50000;272;4,7;3
Helsingfors Kajsaniemi;2025;1;2;17:50;-3,4;-5,3;Mest klart (3/8);989,7;87;0;5;50000;263;4,8;3,1
Helsingfors Kajsaniemi;2025;1;2;18:00;-3,3;-5,1;Molnigt (6/8);989,8;87;0;5;49890;266;3,7;2,5
Helsingfors Kajsaniemi;2025;1;2;18:10;-3,2;-4,8;Molnigt (7/8);989,8;88;0;5;50000;277;4,8;2,8
Helsingfors Kajsaniemi;2025;1;2;18:20;-3;-4,6;Mulet (8/8);989,9;89;0;5;50000;275;4,7;3,1
Helsingfors Kajsaniemi;2025;1;2;18:30;-2,9;-4,5;Mulet (8/8);989,9;89;0;5;41310;278;4,8;2,8
Helsingfors Kajsaniemi;2025;1;2;18:40;-2,8;-4,4;Mulet (8/8);989,9;89;0;5;50000;262;4,9;2,6
Helsingfors Kajsaniemi;2025;1;2;18:50;-2,6;-4,2;Mulet (8/8);989,9;89;0;5;50000;270;4,6;2,9
Helsingfors Kajsaniemi;2025;1;2;19:00;-2,4;-4,3;Mulet (8/8);989,8;87;0;5;50000;265;3,9;2,7
Helsingfors Kajsaniemi;2025;1;2;19:10;-2,4;-4,1;Mulet (8/8);989,8;88;0;5;50000;268;5;3
Helsingfors Kajsaniemi;2025;1;2;19:20;-2,3;-4;Mulet (8/8);989,8;88;0;5;50000;267;5,6;3,5
Helsingfors Kajsaniemi;2025;1;2;19:30;-2,1;-3,8;Mulet (8/8);989,8;88;0;5;50000;268;5,2;2,9
Helsingfors Kajsaniemi;2025;1;2;19:40;-2,1;-3,8;Mulet (8/8);989,7;88;0;5;50000;281;4,2;2,7
Helsingfors Kajsaniemi;2025;1;2;19:50;-1,9;-3,8;Mulet (8/8);989,9;87;0;5;50000;290;4;2,4
Helsingfors Kajsaniemi;2025;1;2;20:00;-1,6;-3,8;Mulet (8/8);989,9;85;0;5;50000;262;5,3;3
Helsingfors Kajsaniemi;2025;1;2;20:10;-1,7;-3,8;Mulet (8/8);990;85;0;5;50000;266;4,8;2,8
Helsingfors Kajsaniemi;2025;1;2;20:20;-1,6;-3,8;Mulet (8/8);990,1;85;0;5;50000;260;4,2;3
Helsingfors Kajsaniemi;2025;1;2;20:30;-1,6;-3,8;Mulet (8/8);990;85;0;5;50000;266;5,4;3,3
Helsingfors Kajsaniemi;2025;1;2;20:40;-1,5;-3,8;Mulet (8/8);990;84;0;5;50000;264;5;3,1
Helsingfors Kajsaniemi;2025;1;2;20:50;-1,5;-3,8;Mulet (8/8);990;84;0;5;50000;265;6,2;3,5
Helsingfors Kajsaniemi;2025;1;2;21:00;-1,5;-3,9;Mulet (8/8);990,1;84;0;5;50000;268;5,8;3,5
Helsingfors Kajsaniemi;2025;1;2;21:10;-1,6;-3,9;Mulet (8/8);990,1;84;0;5;50000;269;5,8;3,3
Helsingfors Kajsaniemi;2025;1;2;21:20;-1,5;-4;Mulet (8/8);990,1;83;0;5;50000;266;4,8;3,1
Helsingfors Kajsaniemi;2025;1;2;21:30;-1,5;-4,1;Mulet (8/8);990,1;82;0;5;50000;274;4,8;3,1
Helsingfors Kajsaniemi;2025;1;2;21:40;-1,6;-4,1;Mulet (8/8);990,2;83;0;5;49600;277;5,9;3
Helsingfors Kajsaniemi;2025;1;2;21:50;-1,5;-4,2;Mulet (8/8);990,2;82;0;5;8010;280;5,7;3,2
Helsingfors Kajsaniemi;2025;1;2;22:00;-1,6;-4,1;Mulet (8/8);990,2;83;0;5;4820;275;4,8;2,7
Helsingfors Kajsaniemi;2025;1;2;22:10;-1,7;-4,1;Mulet (8/8);990,2;84;0;5;32950;273;3,3;2
Helsingfors Kajsaniemi;2025;1;2;22:20;-1,6;-4,4;Mulet (8/8);990,1;81;0;5;50000;265;4,8;2,7
Helsingfors Kajsaniemi;2025;1;2;22:30;-1,4;-4,4;Mulet (8/8);990,2;80;0;5;50000;263;5;3,2
Helsingfors Kajsaniemi;2025;1;2;22:40;-1,2;-4,3;Mulet (8/8);990,2;80;0;5;19420;260;5,8;3,6
Helsingfors Kajsaniemi;2025;1;2;22:50;-1,3;-4,4;Mulet (8/8);990,2;80;0;5;50000;261;6;3,6
Helsingfors Kajsaniemi;2025;1;2;23:00;-1,5;-4,1;Mulet (8/8);990,2;82;0;5;10770;265;7,6;4,7
Helsingfors Kajsaniemi;2025;1;2;23:10;-1,6;-4;Mulet (8/8);990,1;84;0;5;17960;268;6,7;4,1
Helsingfors Kajsaniemi;2025;1;2;23:20;-1,6;-3,9;Mulet (8/8);990,2;84;0;5;4310;267;8,3;5,3
Helsingfors Kajsaniemi;2025;1;2;23:30;-1,7;-3,9;Mulet (8/8);990,1;85;0;5;6670;263;6,4;4,3
Helsingfors Kajsaniemi;2025;1;2;23:40;-1,8;-4;Mulet (8/8);990,2;85;0;5;42710;264;5,7;3,8
Helsingfors Kajsaniemi;2025;1;2;23:50;-1,8;-3,9;Mulet (8/8);990,2;85;0;5;50000;270;4,8;3,3
Helsingfors Kajsaniemi;2025;1;3;00:00;-1,9;-3,8;Mulet (8/8);990,2;87;0;5;4250;276;6,3;4,2
Helsingfors Kajsaniemi;2025;1;3;00:10;-2;-3,8;Molnigt (7/8);990,3;88;0;5;28390;275;5,5;3,7
Helsingfors Kajsaniemi;2025;1;3;00:20;-2,2;-3,8;Molnigt (7/8);990,3;88;0;5;41380;281;5,6;3,4
Helsingfors Kajsaniemi;2025;1;3;00:30;-2,2;-3,8;Molnigt (7/8);990,4;89;0;5;50000;286;5,9;3,9
Helsingfors Kajsaniemi;2025;1;3;00:40;-2,4;-3,9;Molnigt (6/8);990,4;90;0;5;40580;292;6,2;3,9
Helsingfors Kajsaniemi;2025;1;3;00:50;-2,6;-4;Mest klart (3/8);990,4;90;0;5;50000;290;6;3,3
Helsingfors Kajsaniemi;2025;1;3;01:00;-2,6;-4;Halv klart (5/8);990,5;91;0;5;50000;298;5,5;3,2
Helsingfors Kajsaniemi;2025;1;3;01:10;-2,6;-3,8;Molnigt (6/8);990,5;91;0;5;50000;297;5,1;3,3
Helsingfors Kajsaniemi;2025;1;3;01:20;-2,7;-4;Molnigt (7/8);990,7;91;0;5;50000;299;5,2;3,4
Helsingfors Kajsaniemi;2025;1;3;01:30;-2,6;-4;Molnigt (7/8);990,7;90;0;5;50000;296;5,3;3,4
Helsingfors Kajsaniemi;2025;1;3;01:40;-2,8;-4,2;Halv klart (5/8);990,7;90;0;5;50000;300;5,1;3,5
Helsingfors Kajsaniemi;2025;1;3;01:50;-3;-4,5;Mest klart (3/8);990,8;89;0;5;50000;301;5,5;3,4
Helsingfors Kajsaniemi;2025;1;3;02:00;-3,1;-4,6;Mest klart (3/8);990,9;89;0;5;50000;305;5,1;3,6
Helsingfors Kajsaniemi;2025;1;3;02:10;-3;-4,8;Halv klart (5/8);990,8;87;0;5;50000;302;4,7;3
Helsingfors Kajsaniemi;2025;1;3;02:20;-3,2;-4,9;Mest klart (3/8);990,8;88;0;5;50000;302;4,8;3,1
Helsingfors Kajsaniemi;2025;1;3;02:30;-3,2;-5;Mest klart (3/8);990,9;87;0;5;50000;303;4,4;3,1
Helsingfors Kajsaniemi;2025;1;3;02:40;-3,3;-4,9;Mest klart (2/8);990,9;89;0;5;50000;297;5;3,2
Helsingfors Kajsaniemi;2025;1;3;02:50;-3,6;-5,2;Klart (1/8);991;88;0;5;50000;298;6,3;3,5
Helsingfors Kajsaniemi;2025;1;3;03:00;-3,5;-5,2;Klart (1/8);991,1;88;0;5;50000;295;5,5;4
Helsingfors Kajsaniemi;2025;1;3;03:10;-3,7;-5,2;Klart (0/8);991,4;89;0;5;50000;292;4,9;3,3
Helsingfors Kajsaniemi;2025;1;3;03:20;-3,7;-5,3;Klart (0/8);991,4;89;0;5;50000;289;4,6;3
Helsingfors Kajsaniemi;2025;1;3;03:30;-3,9;-5,4;Klart (0/8);991,4;89;0;5;50000;294;5,8;3,4
Helsingfors Kajsaniemi;2025;1;3;03:40;-4,1;-5,5;Mest klart (2/8);991,4;90;0;5;50000;298;5,6;3,6
Helsingfors Kajsaniemi;2025;1;3;03:50;-4,2;-5,6;Halv klart (4/8);991,5;90;0;5;50000;301;5,6;3,8
Helsingfors Kajsaniemi;2025;1;3;04:00;-4,4;-5,8;Molnigt (6/8);991,5;90;0;5;50000;304;6,7;4,5
Helsingfors Kajsaniemi;2025;1;3;04:10;-5;-6,4;Halv klart (5/8);991,6;89;0;5;50000;315;5,5;3,1
Helsingfors Kajsaniemi;2025;1;3;04:20;-5,1;-6,3;Molnigt (6/8);991,6;92;0;5;50000;317;5,1;2,9
Helsingfors Kajsaniemi;2025;1;3;04:30;-5,1;-6,3;Mest klart (3/8);991,6;92;0;5;50000;316;5,6;3,5
Helsingfors Kajsaniemi;2025;1;3;04:40;-5,1;-6,2;Molnigt (6/8);991,6;92;0;5;50000;315;4,9;3,1
Helsingfors Kajsaniemi;2025;1;3;04:50;-5,5;-6,7;Molnigt (6/8);991,6;91;0;5;50000;312;4,9;3,2
Helsingfors Kajsaniemi;2025;1;3;05:00;-5,7;-6,8;Molnigt (7/8);991,8;92;0;5;50000;312;4,8;3
Helsingfors Kajsaniemi;2025;1;3;05:10;-5,8;-6,8;Molnigt (7/8);991,8;93;0;5;50000;310;4,6;2,9
Helsingfors Kajsaniemi;2025;1;3;05:20;-5,6;-6,6;Mulet (8/8);991,8;93;0;5;50000;305;4,8;3
Helsingfors Kajsaniemi;2025;1;3;05:30;-4,9;-6,3;Mulet (8/8);991,8;90;0;5;50000;304;4,5;2,8
Helsingfors Kajsaniemi;2025;1;3;05:40;-4,7;-6,4;Mulet (8/8);991,9;88;0;5;50000;303;4,9;2,8
Helsingfors Kajsaniemi;2025;1;3;05:50;-4,7;-6,5;Mulet (8/8);991,9;87;0;5;50000;291;4,1;2,8
Helsingfors Kajsaniemi;2025;1;3;06:00;-4,8;-6,6;Mulet (8/8);991,8;87;0;5;50000;298;5,1;3,1
Helsingfors Kajsaniemi;2025;1;3;06:10;-4,8;-6,7;Mulet (8/8);991,7;86;0;5;50000;305;4,4;3
Helsingfors Kajsaniemi;2025;1;3;06:20;-5;-6,8;Mulet (8/8);991,8;87;0;5;50000;312;3,8;2,2
Helsingfors Kajsaniemi;2025;1;3;06:30;-5;-6,7;Mulet (8/8);991,8;88;0;5;50000;309;4,2;2,3
Helsingfors Kajsaniemi;2025;1;3;06:40;-4,7;-6,9;Mulet (8/8);991,8;85;0;5;50000;289;3,7;2,4
Helsingfors Kajsaniemi;2025;1;3;06:50;-4,8;-6,9;Mulet (8/8);991,8;85;0;5;50000;292;4;2,7
Helsingfors Kajsaniemi;2025;1;3;07:00;-4,9;-7;Mulet (8/8);991,7;86;0;5;50000;289;3;1,7
Helsingfors Kajsaniemi;2025;1;3;07:10;-4,9;-7,1;Mulet (8/8);991,7;84;0;5;50000;279;4,3;2,4
Helsingfors Kajsaniemi;2025;1;3;07:20;-4,8;-7;Mulet (8/8);991,9;85;0;5;50000;265;2,5;1,7
Helsingfors Kajsaniemi;2025;1;3;07:30;-4,8;-7,1;Mulet (8/8);991,8;84;0;5;50000;270;2,9;2,2
Helsingfors Kajsaniemi;2025;1;3;07:40;-4,8;-7,2;Mulet (8/8);991,9;83;0;5;50000;269;2,9;2,2
Helsingfors Kajsaniemi;2025;1;3;07:50;-4,9;-7,6;Mulet (8/8);992;82;0;5;50000;268;3;2,3
Helsingfors Kajsaniemi;2025;1;3;08:00;-5;-7,5;Mulet (8/8);992;83;0;5;50000;277;3,1;2,1
Helsingfors Kajsaniemi;2025;1;3;08:10;-5;-7,7;Mulet (8/8);992,1;81;0;5;50000;284;2,6;1,8
Helsingfors Kajsaniemi;2025;1;3;08:20;-5,1;-7,8;Mulet (8/8);992,1;82;0;5;50000;287;2,6;1,7
Helsingfors Kajsaniemi;2025;1;3;08:30;-5,4;-7,7;Mulet (8/8);992,2;84;0;5;50000;286;3,1;1,9
Helsingfors Kajsaniemi;2025;1;3;08:40;-5,2;-7,6;Mulet (8/8);992,2;83;0;5;50000;291;3,1;1,9
Helsingfors Kajsaniemi;2025;1;3;08:50;-5,5;-7,7;Mulet (8/8);992,3;85;0;5;50000;290;2,5;1,8
Helsingfors Kajsaniemi;2025;1;3;09:00;-5,5;-7,7;Mulet (8/8);992,1;85;0;5;50000;289;2,6;1,7
Helsingfors Kajsaniemi;2025;1;3;09:10;-5,5;-7,7;Mulet (8/8);992,2;84;0;5;50000;289;2,1;1,6
Helsingfors Kajsaniemi;2025;1;3;09:20;-5,7;-7,7;Mulet (8/8);992,2;86;0;5;50000;293;1,8;1,2
Helsingfors Kajsaniemi;2025;1;3;09:30;-5,8;-7,7;Mulet (8/8);992,2;86;0;5;50000;279;1,3;0,9
Helsingfors Kajsaniemi;2025;1;3;09:40;-5,7;-7,7;Mulet (8/8);992,1;86;0;5;50000;259;1,2;0,7
Helsingfors Kajsaniemi;2025;1;3;09:50;-5,7;-7,6;Mulet (8/8);992,1;86;0;5;49670;212;0,6;0,4
Helsingfors Kajsaniemi;2025;1;3;10:00;-5,6;-7,7;Mulet (8/8);992,3;85;0;5;49610;222;0,7;0,4
Helsingfors Kajsaniemi;2025;1;3;10:10;-5,8;-7,8;Mulet (8/8);992,3;86;0;5;50000;223;0,6;0,3
Helsingfors Kajsaniemi;2025;1;3;10:20;-5,4;-7,4;Mulet (8/8);992,4;86;0;5;48910;294;0,9;0,4
Helsingfors Kajsaniemi;2025;1;3;10:30;-5,3;-7,1;Mulet (8/8);992,4;87;0;5;50000;0;0,5;0
Helsingfors Kajsaniemi;2025;1;3;10:40;-5;-7;Mulet (8/8);992,4;86;0;5;50000;51;0,9;0,3
Helsingfors Kajsaniemi;2025;1;3;10:50;-5,2;-7,1;Mulet (8/8);992,5;87;0;5;28830;62;0,7;0,3
Helsingfors Kajsaniemi;2025;1;3;11:00;-5,1;-7,1;Mulet (8/8);992,5;86;0;5;45740;0;0,5;0
Helsingfors Kajsaniemi;2025;1;3;11:10;-5;-7,2;Mulet (8/8);992,5;85;0;5;50000;136;0,9;0,4
Helsingfors Kajsaniemi;2025;1;3;11:20;-4,9;-7;Mulet (8/8);992,5;85;0;5;47470;154;1,1;0,6
Helsingfors Kajsaniemi;2025;1;3;11:30;-4,4;-7,3;Mulet (8/8);992,5;80;0;5;50000;156;1,5;0,5
Helsingfors Kajsaniemi;2025;1;3;11:40;-3,3;-7,2;Mulet (8/8);992,7;75;0;5;50000;227;2,5;1,4
Helsingfors Kajsaniemi;2025;1;3;11:50;-3,5;-7,6;Mulet (8/8);992,7;73;0;5;6800;254;7;3,7
Helsingfors Kajsaniemi;2025;1;3;12:00;-3,8;-7;Mulet (8/8);993;79;0;5;3400;301;5,3;4,1
Helsingfors Kajsaniemi;2025;1;3;12:10;-4,4;-6,2;Mulet (8/8);993,2;87;0;5;650;268;6,4;3,7
Helsingfors Kajsaniemi;2025;1;3;12:20;-4,4;-6,4;Mulet (8/8);993,2;86;0,17;5;630;232;7,7;4,1
Helsingfors Kajsaniemi;2025;1;3;12:30;-4,6;-6;Mulet (8/8);993;90;0,15;5;510;203;6,2;4,1
Helsingfors Kajsaniemi;2025;1;3;12:40;-4,2;-6,3;Mulet (8/8);993;86;0;5;11010;198;4,1;2,4
Helsingfors Kajsaniemi;2025;1;3;12:50;-4,3;-6,7;Mulet (8/8);992,9;84;0;5;2620;207;4,1;2,6
Helsingfors Kajsaniemi;2025;1;3;13:00;-4,3;-6,2;Mulet (8/8);992,9;87;0,12;5;2950;211;4;2,4
Helsingfors Kajsaniemi;2025;1;3;13:10;-4;-6,5;Mulet (8/8);992,7;83;0;5;10260;209;3,9;1,8
Helsingfors Kajsaniemi;2025;1;3;13:20;-3,8;-6,5;Mulet (8/8);992,7;82;0;5;6710;254;2,7;1,7
Helsingfors Kajsaniemi;2025;1;3;13:30;-3,8;-5,9;Mulet (8/8);992,6;86;0;5;4580;237;2,4;1,5
Helsingfors Kajsaniemi;2025;1;3;13:40;-3,8;-5,9;Mulet (8/8);992,7;86;0;5;6250;248;2,8;1,8
Helsingfors Kajsaniemi;2025;1;3;13:50;-3,7;-6,1;Mulet (8/8);992,6;83;0;5;6660;245;2,9;1,1
Helsingfors Kajsaniemi;2025;1;3;14:00;-3,8;-5,7;Mulet (8/8);992,5;87;0;5;2000;233;3;1,5
Helsingfors Kajsaniemi;2025;1;3;14:10;-3,9;-5,3;Mulet (8/8);992,4;90;0,18;5;650;255;2,7;1,4
Helsingfors Kajsaniemi;2025;1;3;14:20;-4;-5,2;Mulet (8/8);992,3;91;0,18;5;860;308;1,6;0,9
Helsingfors Kajsaniemi;2025;1;3;14:30;-4,1;-5,2;Mulet (8/8);992,4;92;0,05;5;810;305;3,8;2,2
Helsingfors Kajsaniemi;2025;1;3;14:40;-4,4;-5,5;Mulet (8/8);992,7;92;0,15;5;230;298;8,8;4,2
Helsingfors Kajsaniemi;2025;1;3;14:50;-4,8;-5,7;Molnigheten kan inte fastställas (9/8);992,8;93;0,5;6;160;277;8,9;5,4
Helsingfors Kajsaniemi;2025;1;3;15:00;-4,9;-6,1;Mulet (8/8);992;92;0,17;6;650;286;7,6;3,7
Helsingfors Kajsaniemi;2025;1;3;15:10;-5,1;-6,3;Mulet (8/8);992,4;92;0,03;7;10160;351;3,8;2,2
Helsingfors Kajsaniemi;2025;1;3;15:20;-5,2;-6,8;Mulet (8/8);992,7;89;0;7;50000;304;5;3,3
Helsingfors Kajsaniemi;2025;1;3;15:30;-5,3;-6,7;Halv klart (5/8);992,9;90;0;7;50000;294;4,8;3,2
Helsingfors Kajsaniemi;2025;1;3;15:40;-5,6;-6,8;Mest klart (3/8);993;91;0;7;43080;300;5;3,4
Helsingfors Kajsaniemi;2025;1;3;15:50;-5,8;-7;Klart (1/8);993,1;91;0;7;50000;306;6,6;4
Helsingfors Kajsaniemi;2025;1;3;16:00;-5,8;-6,9;Klart (0/8);993,2;92;0;7;46530;303;6,3;4,3
Helsingfors Kajsaniemi;2025;1;3;16:10;-6;-7,5;Klart (0/8);993,2;89;0;7;50000;312;6,6;3,7
Helsingfors Kajsaniemi;2025;1;3;16:20;-6;-7,4;Klart (0/8);993,3;90;0;7;50000;304;4,9;3
Helsingfors Kajsaniemi;2025;1;3;16:30;-6,3;-7,8;Klart (0/8);993,2;89;0;7;50000;300;4,2;2,6
Helsingfors Kajsaniemi;2025;1;3;16:40;-7,2;-8,7;Klart (0/8);993,2;89;0;7;50000;312;4,3;2,3
Helsingfors Kajsaniemi;2025;1;3;16:50;-7,7;-9;Klart (0/8);993,3;91;0;7;50000;303;2,8;1,5
Helsingfors Kajsaniemi;2025;1;3;17:00;-8;-9,2;Klart (0/8);993,3;91;0;7;50000;297;3,1;1,7
Helsingfors Kajsaniemi;2025;1;3;17:10;-8,1;-9,2;Klart (0/8);993,4;92;0;7;50000;279;2,8;1,8
Helsingfors Kajsaniemi;2025;1;3;17:20;-8,1;-9,1;Klart (0/8);993,4;93;0;7;45980;287;2,9;1,9
Helsingfors Kajsaniemi;2025;1;3;17:30;-8,2;-9,1;Klart (0/8);993,4;93;0;7;50000;287;3;2
Helsingfors Kajsaniemi;2025;1;3;17:40;-8,3;-9,3;Klart (0/8);993,4;92;0;8;50000;283;3,2;2,2
Helsingfors Kajsaniemi;2025;1;3;17:50;-8,4;-9,4;Klart (0/8);993,3;92;0;8;50000;294;3,1;2,1
Helsingfors Kajsaniemi;2025;1;3;18:00;-8,1;-9,1;Klart (0/8);993,5;93;0;8;50000;291;4,2;2,5
Helsingfors Kajsaniemi;2025;1;3;18:10;-7,1;-8,4;Klart (0/8);993,6;91;0;7;50000;273;4,5;3,1
Helsingfors Kajsaniemi;2025;1;3;18:20;-6,9;-8,4;Klart (0/8);993,7;90;0;7;50000;269;4,2;3,1
Helsingfors Kajsaniemi;2025;1;3;18:30;-7,3;-9,1;Klart (0/8);993,7;88;0;7;50000;269;4,3;2,7
Helsingfors Kajsaniemi;2025;1;3;18:40;-7,7;-9,4;Halv klart (4/8);993,8;88;0;7;50000;286;3,9;2,6
Helsingfors Kajsaniemi;2025;1;3;18:50;-8;-9,3;Molnigt (6/8);993,8;90;0;6;50000;289;3,8;2,4
Helsingfors Kajsaniemi;2025;1;3;19:00;-8,1;-9,4;Molnigt (7/8);994;91;0;6;50000;295;3,2;2,2
Helsingfors Kajsaniemi;2025;1;3;19:10;-8,3;-9,5;Molnigt (7/8);993,9;91;0;6;50000;318;2,3;1,1
Helsingfors Kajsaniemi;2025;1;3;19:20;-8,5;-9,6;Halv klart (5/8);993,9;92;0;6;50000;336;2,5;1,5
Helsingfors Kajsaniemi;2025;1;3;19:30;-8,9;-10,1;Mest klart (3/8);993,8;91;0;6;50000;327;2,9;2,2
